"incident_key","month","day","year","occur_time","boro","precinct","jurisdiction_code","location_desc","statistical_murder_flag","perp_age_group","perp_sex","perp_race","vic_age_group","vic_sex","vic_race","x_coord_cd","y_coord_cd","latitude","longitude","lon_lat","zipcode"
34774112,"October",1,2007,21:17:00,"BRONX",44,0,NA,FALSE,"UNKNOWN","M","BLACK","18-24","M","BLACK",1006434,244344,40.8373235110001,-73.9198307569999,"POINT (-73.91983075699994 40.83732351100008)",10452
64721029,"August",13,2009,23:30:00,"BROOKLYN",66,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","18-24","M","WHITE",991108,165493,40.620922072,-73.9752976899999,"POINT (-73.97529768999993 40.62092207200004)",11223
59801053,"March",22,2009,01:57:00,"BROOKLYN",60,0,"PVT HOUSE",FALSE,"18-24","M","ASIAN / PACIFIC ISLANDER","25-44","M","WHITE HISPANIC",983502.375,149473.6875,40.5769549140001,-74.002692746,"POINT (-74.00269274599998 40.576954914000055)",11224
63182531,"June",28,2009,00:30:00,"BROOKLYN",81,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","18-24","M","BLACK",1004181.5,189141.09375,40.6858111540001,-73.928134719,"POINT (-73.92813471899996 40.68581115400008)",11221
33725007,"August",12,2007,02:25:00,"BRONX",47,1,NA,TRUE,"<18","M","WHITE HISPANIC","18-24","M","BLACK",1026387,262634,40.887451313,-73.847607787,"POINT (-73.84760778699996 40.88745131300004)",10466
10187486,"January",16,2006,23:59:00,"BROOKLYN",81,0,"GROCERY/BODEGA",FALSE,"UNKNOWN","M","BLACK","18-24","M","BLACK",1004565.625,189335.890625,40.6863449530001,-73.9267490989999,"POINT (-73.92674909899995 40.68634495300006)",11221
50685003,"August",31,2008,04:53:00,"BRONX",46,0,NA,FALSE,"UNKNOWN","M","BLACK","18-24","M","BLACK HISPANIC",1010760.125,248007.96875,40.8473681040001,-73.9041821129999,"POINT (-73.90418211299993 40.847368104000054)",10457
69410711,"December",30,2009,23:57:00,"BRONX",48,0,NA,FALSE,"UNKNOWN","M","BLACK","<18","M","BLACK",1017495.8125,246631.171875,40.8435664130001,-73.879843207,"POINT (-73.87984320699996 40.843566413000076)",10460
35920656,"November",25,2007,07:51:00,"BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","BLACK","<18","F","BLACK",1010625.0625,182632.625,40.6679300280001,-73.904926744,"POINT (-73.90492674399997 40.66793002800006)",11212
23477235,"July",21,2006,17:20:00,"BROOKLYN",71,0,"RESTAURANT/DINER",FALSE,"18-24","M","BLACK","25-44","M","BLACK",994817.75,180605.171875,40.6623980970001,-73.961910836,"POINT (-73.96191083599996 40.66239809700006)",11225
36140144,"May",18,2007,23:39:00,"BRONX",41,0,NA,TRUE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",1013232,236725,40.816391847,-73.895296414,"POINT (-73.89529641399997 40.816391847000034)",10459
54858240,"December",12,2008,23:23:00,"BRONX",42,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","<18","M","WHITE HISPANIC",1008798,238971,40.8225699160001,-73.9113071689999,"POINT (-73.91130716899994 40.82256991600008)",10451
65270412,"August",29,2009,04:23:00,"BROOKLYN",75,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","18-24","M","BLACK",1015041.3125,185170.421875,40.674881451,-73.888995826,"POINT (-73.888995826 40.67488145100003)",11207
64272533,"July",31,2009,14:00:00,"STATEN ISLAND",120,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","18-24","M","BLACK",939354.8125,169181.78125,40.6309358830001,-74.161746346,"POINT (-74.16174634599997 40.63093588300006)",10303
46904598,"June",2,2008,17:15:00,"BRONX",41,0,NA,FALSE,"25-44","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC",1015533.75,238047.546875,40.820014013,-73.886974586,"POINT (-73.88697458599995 40.82001401300005)",10474
61351689,"May",2,2009,18:56:00,"MANHATTAN",32,0,NA,FALSE,"UNKNOWN","U","UNKNOWN","45-64","M","BLACK",999582,238563,40.8214708740001,-73.944606383,"POINT (-73.94460638299995 40.821470874000056)",10030
58995645,"February",22,2009,01:28:00,"BRONX",47,0,NA,FALSE,"18-24","M","BLACK","<18","M","BLACK",1022240.5625,261346.4375,40.883936186,-73.8626111689999,"POINT (-73.86261116899993 40.88393618600003)",10467
39217534,"February",18,2008,03:00:00,"BROOKLYN",67,0,NA,FALSE,"UNKNOWN","M","BLACK","18-24","M","BLACK",1002624.375,176672.921875,40.6515921760001,-73.933783203,"POINT (-73.93378320299996 40.651592176000065)",11203
10619058,"February",25,2006,00:15:00,"QUEENS",110,0,NA,FALSE,"UNKNOWN","M","BLACK","18-24","M","BLACK",1020236.875,210723.71875,40.7449995260001,-73.870128776,"POINT (-73.87012877599994 40.74499952600008)",11373
65010708,"August",23,2009,04:29:00,"MANHATTAN",9,0,NA,TRUE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC",989622.9375,205257.125,40.7300666630001,-73.98061546,"POINT (-73.98061545999997 40.730066663000066)",10009
230611229,"July",8,2008,21:19:00,"BRONX",43,0,NA,FALSE,NA,NA,NA,"25-44","M","BLACK",1018368.8125,244042.484375,40.8364578950001,-73.876701151,"POINT (-73.87670115099996 40.83645789500008)",10460
62773209,"June",14,2009,23:11:00,"BROOKLYN",77,0,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"25-44","M","BLACK",996638.75,186278.484375,40.6779677120001,-73.955336762,"POINT (-73.95533676199994 40.677967712000054)",11238
37231974,"December",21,2007,02:21:00,"BRONX",41,0,NA,FALSE,"25-44","M","ASIAN / PACIFIC ISLANDER","18-24","F","WHITE HISPANIC",1014604.375,238800.484375,40.8220838550001,-73.8903289689999,"POINT (-73.89032896899994 40.82208385500007)",10459
67430041,"November",3,2009,04:21:00,"BROOKLYN",67,0,"BAR/NIGHT CLUB",TRUE,"18-24","M","BLACK","25-44","F","BLACK",1003561.0625,178518.40625,40.6566556330001,-73.930402252,"POINT (-73.93040225199996 40.65665563300007)",11203
23354093,"July",4,2006,03:18:00,"BROOKLYN",76,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"UNKNOWN","M","BLACK","45-64","M","BLACK",984110.3125,188363.640625,40.6836996600001,-74.000505098,"POINT (-74.00050509799996 40.68369966000006)",11231
